,molecule_chembl_id,smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,base_rdkit_smiles,molecular_weight
1874,CHEMBL1082723,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,IC50,'=',5420.0,nM,5.27,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,390.25
1876,CHEMBL3260742,CCn1nc2c(-c3ccc(Cl)cc3)c(-c3ccncc3)c(=O)n(Cc3ccc(C(F)(F)F)nc3)n2c1=O,IC50,'=',4900.0,nM,5.31,CCn1nc2c(-c3ccc(Cl)cc3)c(-c3ccncc3)c(=O)n(Cc3ccc(C(F)(F)F)nc3)n2c1=O,526.91
1908,CHEMBL1209017,C[C@@H](Oc1cc(-n2cnc3cc(-c4cnn(CCCN(C)C)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,IC50,'=',400.0,nM,6.4,C[C@@H](Oc1cc(-n2cnc3cc(-c4cnn(CCCN(C)C)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,549.1
1910,CHEMBL3417511,CC(C)(O)Cn1cc(-c2nc(C3(c4ccc(-c5cnc(N)nc5)cc4)CCC3)no2)cn1,IC50,'=',6000.0,nM,5.22,CC(C)(O)Cn1cc(-c2nc(C3(c4ccc(-c5cnc(N)nc5)cc4)CCC3)no2)cn1,431.5
1914,CHEMBL2407900,COc1ccc2c(c1)/C(=C\c1ccc3c(/C=C/c4ccc(N5CCN(C)CC5)nc4)n[nH]c3c1)C(=O)N2,IC50,'=',800.0,nM,6.1,COc1ccc2c(c1)/C(=C\c1ccc3c(/C=C/c4ccc(N5CCN(C)CC5)nc4)n[nH]c3c1)C(=O)N2,492.58
1919,CHEMBL3353099,COc1nc(-c2nc(Nc3cc(C(F)(F)F)ccc3F)n(C)n2)ccc1-n1cnc(C)c1,IC50,'=',12300.0,nM,4.91,COc1nc(-c2nc(Nc3cc(C(F)(F)F)ccc3F)n(C)n2)ccc1-n1cnc(C)c1,447.4
1921,CHEMBL3673965,COc1ccc(CNc2ncc(Cc3c[nH]c4ncc(C)cc34)cn2)cn1,IC50,'=',5000.0,nM,5.3,COc1ccc(CNc2ncc(Cc3c[nH]c4ncc(C)cc34)cn2)cn1,360.42
1925,CHEMBL391070,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](c3cccc(C)c3)CN1CC2,IC50,'=',15000.0,nM,4.82,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](c3cccc(C)c3)CN1CC2,352.48
1926,CHEMBL480732,C[C@H]1CC[C@H]([C@H](NC(=O)c2cc3ccccc3cc2NC(=O)Nc2c(Cl)cc(Cl)cc2Cl)C(=O)O)CC1,IC50,'=',180.0,nM,6.75,C[C@H]1CC[C@H]([C@H](NC(=O)c2cc3ccccc3cc2NC(=O)Nc2c(Cl)cc(Cl)cc2Cl)C(=O)O)CC1,562.88
1949,CHEMBL2413881,CCN(CC)C(c1cccc(Nc2ccnc3cc(Cl)ccc23)c1)c1nnnn1C(C)(C)C,IC50,'=',2430.0,nM,5.61,CCN(CC)C(c1cccc(Nc2ccnc3cc(Cl)ccc23)c1)c1nnnn1C(C)(C)C,464.02
1954,CHEMBL3127506,CCCn1cc(S(=O)(=O)c2ccc(NC(=O)[C@@H]3C[C@H]3c3cccnc3)cc2)cn1,IC50,'=',900.0,nM,6.05,CCCn1cc(S(=O)(=O)c2ccc(NC(=O)[C@@H]3C[C@H]3c3cccnc3)cc2)cn1,410.5
1955,CHEMBL2347418,CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3nn(CCCN4CCOCC4)c4ccc(OC(F)F)cc34)nc12,IC50,'=',4000.0,nM,5.4,CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3nn(CCCN4CCOCC4)c4ccc(OC(F)F)cc34)nc12,527.58
1956,CHEMBL1109,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,IC50,'=',685.0,nM,6.16,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,314.37
1957,CHEMBL113275,CN(C)CCCCCCOc1ccc(-n2ccnc2)cc1,IC50,'=',33200.0,nM,4.48,CN(C)CCCCCCOc1ccc(-n2ccnc2)cc1,287.41
1958,CHEMBL3680985,OC(Cn1cncn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OC(F)(F)F)cc2)cn1,IC50,'=',3100.0,nM,5.51,OC(Cn1cncn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OC(F)(F)F)cc2)cn1,512.39
1960,CHEMBL3116158,Fc1cc(OC(F)(F)C(F)F)cc([C@@](Cc2ccccc2)(Nc2nc(C(F)(F)F)cs2)c2ccc(Cl)cn2)c1,IC50,'=',40000.0,nM,4.4,Fc1cc(OC(F)(F)C(F)F)cc([C@@](Cc2ccccc2)(Nc2nc(C(F)(F)F)cs2)c2ccc(Cl)cn2)c1,593.93
1962,CHEMBL403744,CC(C)(Cc1ccc(-c2cccc(-c3cc(C(C)(C)S(C)(=O)=O)cc4cccnc34)c2)cc1)C(=O)O,IC50,'=',1600.0,nM,5.8,CC(C)(Cc1ccc(-c2cccc(-c3cc(C(C)(C)S(C)(=O)=O)cc4cccnc34)c2)cc1)C(=O)O,501.65
2019,CHEMBL4445829,Cc1cc(-c2cnc3ccn(CC(=O)N4CC(F)C4)c3c2)ccc1F,IC50,'=',8700.0,nM,5.06,Cc1cc(-c2cnc3ccn(CC(=O)N4CC(F)C4)c3c2)ccc1F,341.36
2033,CHEMBL4436040,CN(C)CCCOc1cccc(CNC(=O)c2ccc(-c3ccncc3)cc2)c1,IC50,'=',16000.0,nM,4.8,CN(C)CCCOc1cccc(CNC(=O)c2ccc(-c3ccncc3)cc2)c1,389.5
2037,CHEMBL472,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,IC50,'=',1602.0,nM,5.79,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,494.01
2042,CHEMBL3092130,Nc1c(-c2ccccc2)nn(-c2nc(C(=O)O)cs2)c1-c1ccccc1,IC50,'=',5620.0,nM,5.25,Nc1c(-c2ccccc2)nn(-c2nc(C(=O)O)cs2)c1-c1ccccc1,362.41
2051,CHEMBL4451904,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(-n3ncnc3-c3ccc(B(O)O)c(F)c3)c(C3CC3)cc12,IC50,'=',2700.0,nM,5.57,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(-n3ncnc3-c3ccc(B(O)O)c(F)c3)c(C3CC3)cc12,514.3
2061,CHEMBL3765022,O=C(O)CN(C1(c2ccc(-c3ccccc3OC(F)(F)F)cc2)CCC1)S(=O)(=O)c1ccc(OC(F)F)cc1,IC50,'=',27000.0,nM,4.57,O=C(O)CN(C1(c2ccc(-c3ccccc3OC(F)(F)F)cc2)CCC1)S(=O)(=O)c1ccc(OC(F)F)cc1,571.52
2065,CHEMBL257517,COc1ccc(-c2nc(CCOc3cccc(C[C@@H]4C(=O)N(c5ccc(C(C)(C)C)cc5)[C@@H]4C(=O)O)c3)c(C)o2)cc1,IC50,'=',550.0,nM,6.26,COc1ccc(-c2nc(CCOc3cccc(C[C@@H]4C(=O)N(c5ccc(C(C)(C)C)cc5)[C@@H]4C(=O)O)c3)c(C)o2)cc1,568.67
2068,CHEMBL103651,Cc1ccccc1/N=C/NO,IC50,'=',77000.0,nM,4.11,Cc1ccccc1/N=C/NO,150.18
2069,CHEMBL3928420,CCc1ccc(OCCNc2nc(Nc3cc(C)[nH]n3)cc(C)c2C#N)cn1,IC50,'=',1400.0,nM,5.85,CCc1ccc(OCCNc2nc(Nc3cc(C)[nH]n3)cc(C)c2C#N)cn1,377.45
2076,CHEMBL1078336,O=C(O)CCC1(c2ccncc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,IC50,'=',10000.0,nM,5.0,O=C(O)CCC1(c2ccncc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,387.87
2080,CHEMBL10921,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,IC50,'=',100000.0,nM,4.0,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,720.84
2081,CHEMBL3627955,O=S(=O)(NC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12)C(F)(F)F,IC50,'=',2500.0,nM,5.6,O=S(=O)(NC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12)C(F)(F)F,561.93
2085,CHEMBL3627897,Cc1ncn(-c2cc(Cl)c(C(=O)NC[C@@H](c3cccc(F)c3)c3ccc4[nH]c(C)nc4c3)c(Cl)c2)n1,IC50,'=',24850.0,nM,4.61,Cc1ncn(-c2cc(Cl)c(C(=O)NC[C@@H](c3cccc(F)c3)c3ccc4[nH]c(C)nc4c3)c(Cl)c2)n1,523.4
2091,CHEMBL2170637,N=C(N)NC(=O)c1ccc(C2CCN(C(=O)c3ccccn3)CC2)c(C(F)(F)F)c1,IC50,'=',3000.0,nM,5.52,N=C(N)NC(=O)c1ccc(C2CCN(C(=O)c3ccccn3)CC2)c(C(F)(F)F)c1,419.41
2093,CHEMBL3775476,O=C1COc2ccc(CN3c4ccccc4COc4cc(F)ccc43)cc2N1,IC50,'=',649.0,nM,6.19,O=C1COc2ccc(CN3c4ccccc4COc4cc(F)ccc43)cc2N1,376.39
2098,CHEMBL3889982,O=c1[nH]nc(-c2c(N3CCCCC3)nc3ccc(Cl)cc3c2-c2ccccc2)o1,IC50,'=',11000.0,nM,4.96,O=c1[nH]nc(-c2c(N3CCCCC3)nc3ccc(Cl)cc3c2-c2ccccc2)o1,406.87
2099,CHEMBL3947193,CNC(C)C(=O)Nc1ccc(-c2c(-c3ccncc3)nc3cc(C)ccn23)c(C#Cc2ccc3c(c2)OCC(=O)N3C)n1,IC50,'=',700.0,nM,6.16,CNC(C)C(=O)Nc1ccc(-c2c(-c3ccncc3)nc3cc(C)ccn23)c(C#Cc2ccc3c(c2)OCC(=O)N3C)n1,571.64
2100,CHEMBL3985847,CNc1nc2ccccc2n1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OC[C@@H]1COCCN21,IC50,'=',34000.0,nM,4.47,CNc1nc2ccccc2n1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OC[C@@H]1COCCN21,458.54
2104,CHEMBL4279180,CC(C)COc1ncc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cc1Cl,IC50,'=',9900.0,nM,5.0,CC(C)COc1ncc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cc1Cl,435.93
2130,CHEMBL3360360,CC(C)Oc1ccc(-c2nc(-c3cccc4c3cnn4CCC(=O)[O-])no2)cc1Cl.[Na+],IC50,'=',7000.0,nM,5.16,CC(C)Oc1ccc(-c2nc(-c3cccc4c3cnn4CCC(=O)[O-])no2)cc1Cl,448.84
2131,CHEMBL3673935,COc1ncc(F)cc1CNc1ncc(Cc2c[nH]c3ncc(Cl)cc23)cn1,IC50,'=',5000.0,nM,5.3,COc1ncc(F)cc1CNc1ncc(Cc2c[nH]c3ncc(Cl)cc23)cn1,398.83
2138,CHEMBL4537290,CC(C)C(=O)C1=C(O)C(=O)N(c2ccc(-c3ccsc3)cc2)C1c1ccccc1OCCO,IC50,'=',9000.0,nM,5.05,CC(C)C(=O)C1=C(O)C(=O)N(c2ccc(-c3ccsc3)cc2)C1c1ccccc1OCCO,463.56
2148,CHEMBL4094163,Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2ccsc12,IC50,'=',13200.0,nM,4.88,Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2ccsc12,574.73
2149,CHEMBL3664715,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,IC50,'=',43000.0,nM,4.37,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,460.57
2150,CHEMBL2393190,C[C@H]1CN(S(=O)(=O)c2ccc(NC(=O)NCc3cccnc3)cc2)C[C@@H](C)O1,IC50,'=',750.0,nM,6.12,C[C@H]1CN(S(=O)(=O)c2ccc(NC(=O)NCc3cccnc3)cc2)C[C@@H](C)O1,404.49
2153,CHEMBL3928024,COc1cc(-c2cccc(F)c2)c(Cl)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)ccc21,IC50,'=',4200.0,nM,5.38,COc1cc(-c2cccc(F)c2)c(Cl)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)ccc21,525.95
2189,CHEMBL2170606,CC(C)C(=O)N1CCC(c2ccc(C(=O)NC(=N)N)cc2C(F)(F)F)CC1,IC50,'=',7000.0,nM,5.16,CC(C)C(=O)N1CCC(c2ccc(C(=O)NC(=N)N)cc2C(F)(F)F)CC1,384.4
2192,CHEMBL3664685,COCC(C)Cn1ccc(-c2ccc([C@H](C)N3CC[C@](CC(C)(C)O)(c4ccccc4)OC3=O)cc2)cc1=O,IC50,'=',30000.0,nM,4.52,COCC(C)Cn1ccc(-c2ccc([C@H](C)N3CC[C@](CC(C)(C)O)(c4ccccc4)OC3=O)cc2)cc1=O,532.68
2193,CHEMBL3664686,CC(CO)Cn1ccc(-c2ccc([C@H](C)N3CC[C@](CC(C)(C)O)(c4ccccc4)OC3=O)cc2)cc1=O,IC50,'=',48000.0,nM,4.32,CC(CO)Cn1ccc(-c2ccc([C@H](C)N3CC[C@](CC(C)(C)O)(c4ccccc4)OC3=O)cc2)cc1=O,518.65
